Title,ID,Cover,Genres,Action and Adventure,Animals,Art,Children,Contemporary,Crime,Death,Dystopian,Espionage,Family,Fantasy,Fiction,Friendship,Health,Historical,Horror,Humor,Legal,Memoir,Murder,Mystery and Detective,Paranormal,Political,Psychological,Relationships,Romance,Self-help,Suspense,Thriller,Travel,War,Women,author,year,total_weeks,first_week,debut_rank,best_rank,Equal-Frequency,success
SHARDIK,/works/OL2096535W,7029397,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Adams,1975,19,1975-05-18,7,2,13.0 < x ≤ 178.0,excellent
SHARP EDGES,/works/OL34338W,405972,"['Contemporary', 'Suspense', 'Fiction', 'Women', 'Art', 'Mystery and Detective']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Jayne Ann Krentz,1998,4,1998-02-01,12,9,2.0 < x ≤ 4.0,mediocre
SHARPES HAVOC,/works/OL23298W,27711,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bernard Cornwell,2003,1,2003-04-20,14,14,0.999 < x ≤ 2.0,poor
SHARPES HAVOC,/works/OL23298W,8463711,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bernard Cornwell,2003,1,2003-04-20,14,14,0.999 < x ≤ 2.0,poor
SHARPES HAVOC,/works/OL23298W,12023444,"['Fiction', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bernard Cornwell,2003,1,2003-04-20,14,14,0.999 < x ≤ 2.0,poor
ALWAYS TIME TO DIE,/works/OL15857W,25931,"['Relationships', 'Romance', 'Suspense', 'Fiction', 'Women', 'Family', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,Elizabeth Lowell,2005,1,2005-07-24,6,6,0.999 < x ≤ 2.0,poor
SHATTERED,/works/OL463347W,4530072,"['Fiction', 'Thriller', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Dick Francis,2000,5,2000-10-01,5,5,4.0 < x ≤ 7.0,average
SHATTERED,/works/OL15443236W,6998866,"['Fiction', 'Women', 'Family', 'Suspense']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Dick Francis,2000,5,2000-10-01,5,5,4.0 < x ≤ 7.0,average
SHELTER IN PLACE,/works/OL19739298W,8802294,"['Fiction', 'Murder', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Nora Roberts,2018,6,2018-06-17,2,2,4.0 < x ≤ 7.0,average
SHELTER IN PLACE,/works/OL19739298W,9221957,"['Fiction', 'Murder', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Nora Roberts,2018,6,2018-06-17,2,2,4.0 < x ≤ 7.0,average
SHELTER IN PLACE,/works/OL19739298W,9238798,"['Fiction', 'Murder', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Nora Roberts,2018,6,2018-06-17,2,2,4.0 < x ≤ 7.0,average
SHEM CREEK,/works/OL5725730W,272795,"['Fiction', 'Family', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorothea Benton Frank,2004,3,2004-08-22,10,10,2.0 < x ≤ 4.0,mediocre
SHEPHERDS ABIDING,/works/OL15125580W,6562262,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan Karon,2003,10,2003-11-09,4,4,7.0 < x ≤ 13.0,good
SHIBUMI,/works/OL1882140W,747517,"['Fiction', 'Espionage']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trevanian,1979,23,1979-05-13,15,3,13.0 < x ≤ 178.0,excellent
SHINING SCABBARD,/works/OL11275017W,12208700,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R. C. Hutchinson,1937,3,1937-01-11,6,6,2.0 < x ≤ 4.0,mediocre
SHINING THROUGH,/works/OL1940962W,8317015,"['Romance', 'Suspense', 'Fiction', 'Women', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Susan Isaacs,1988,8,1988-08-21,10,9,7.0 < x ≤ 13.0,good
SHIP OF FOOLS,/works/OL1446723W,6562284,"['Fiction', 'Psychological', 'Travel']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Katherine Anne Porter,1962,44,1962-04-15,11,1,13.0 < x ≤ 178.0,excellent
SHIP OF FOOLS,/works/OL1446723W,4768784,"['Fiction', 'Psychological', 'Travel']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Katherine Anne Porter,1962,44,1962-04-15,11,1,13.0 < x ≤ 178.0,excellent
SHIP OF FOOLS,/works/OL1446723W,189742,"['Fiction', 'Psychological', 'Travel']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Katherine Anne Porter,1962,44,1962-04-15,11,1,13.0 < x ≤ 178.0,excellent
AMAZING GRACE,/works/OL19772W,1818451,"['Fiction', 'Contemporary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danielle Steel,2007,5,2007-11-18,5,5,4.0 < x ≤ 7.0,average
SHIVER,/works/OL5683349W,766406,"['Thriller', 'Suspense', 'Fiction', 'Murder', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Lisa Jackson,2006,3,2006-04-23,4,4,2.0 < x ≤ 4.0,mediocre
SHIVER,/works/OL5683349W,9343749,"['Thriller', 'Suspense', 'Fiction', 'Murder', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Lisa Jackson,2006,3,2006-04-23,4,4,2.0 < x ≤ 4.0,mediocre
SHIVER,/works/OL5683349W,10346668,"['Thriller', 'Suspense', 'Fiction', 'Murder', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Lisa Jackson,2006,3,2006-04-23,4,4,2.0 < x ≤ 4.0,mediocre
SHOCK,/works/OL6528720W,4980699,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robin Cook,2001,4,2001-09-16,5,5,2.0 < x ≤ 4.0,mediocre
SHOCK WAVE,/works/OL84915W,3821483,"['Fiction', 'Mystery and Detective', 'Action and Adventure', 'Suspense']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Clive Cussler,1995,10,1995-12-24,7,3,7.0 < x ≤ 13.0,good
SHOCK WAVE,/works/OL16175836W,7987266,"['Fiction', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Clive Cussler,1995,10,1995-12-24,7,3,7.0 < x ≤ 13.0,good
SHOCK WAVE,/works/OL16175836W,12029186,"['Fiction', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Clive Cussler,1995,10,1995-12-24,7,3,7.0 < x ≤ 13.0,good
SHOCK WAVE,/works/OL16175836W,7569757,"['Fiction', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Clive Cussler,1995,10,1995-12-24,7,3,7.0 < x ≤ 13.0,good
SHOGUN,/works/OL2918756W,2394441,"['Fiction', 'Historical', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Clavell,1975,32,1975-07-20,7,3,13.0 < x ≤ 178.0,excellent
SHOGUN,/works/OL2918756W,6640534,"['Fiction', 'Historical', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Clavell,1975,32,1975-07-20,7,3,13.0 < x ≤ 178.0,excellent
SHOGUN,/works/OL2918756W,5335341,"['Fiction', 'Historical', 'Action and Adventure']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Clavell,1975,32,1975-07-20,7,3,13.0 < x ≤ 178.0,excellent
SHOOT HIM IF HE RUNS,/works/OL491184W,1119765,"['Fiction', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Stuart Woods,2007,5,2007-10-14,5,5,4.0 < x ≤ 7.0,average
SHOPAHOLIC & BABY,/works/OL5730768W,7155277,"['Fiction', 'Women', 'Humor']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sophie Kinsella,2007,6,2007-03-18,1,1,4.0 < x ≤ 7.0,average
SHOPAHOLIC & BABY,/works/OL5730768W,6789125,"['Fiction', 'Women', 'Humor']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sophie Kinsella,2007,6,2007-03-18,1,1,4.0 < x ≤ 7.0,average
SHOPAHOLIC & BABY,/works/OL5730768W,239947,"['Fiction', 'Women', 'Humor']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sophie Kinsella,2007,6,2007-03-18,1,1,4.0 < x ≤ 7.0,average
AMAZING PEACE,/works/OL79997W,746585,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maya Angelou,2005,4,2005-12-25,6,4,2.0 < x ≤ 4.0,mediocre
SHOPAHOLIC TO THE STARS,/works/OL19359417W,8475093,"['Fiction', 'Women', 'Contemporary']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sophie Kinsella,2014,1,2014-11-09,11,11,0.999 < x ≤ 2.0,poor
SHOPGIRL,/works/OL1920798W,4340205,"['Contemporary', 'Romance', 'Fiction', 'Women', 'Humor']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Steve Martin,2000,15,2000-10-29,6,4,13.0 < x ≤ 178.0,excellent
SHORT STRAW,/works/OL491210W,111793,"['Fiction', 'Legal', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Stuart Woods,2006,3,2006-10-29,6,6,2.0 < x ≤ 4.0,mediocre
SHOTS FIRED,/works/OL19983003W,10182312,"['Fiction', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,C. J. Box,2014,1,2014-08-03,12,12,0.999 < x ≤ 2.0,poor
SHRINK RAP,/works/OL14860085W,258989,"['Women', 'Mystery and Detective', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Robert B. Parker,2002,3,2002-10-06,6,6,2.0 < x ≤ 4.0,mediocre
SHUTTER ISLAND,/works/OL17200W,28990,"['Fiction', 'Psychological', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Dennis Lehane,2003,4,2003-05-04,12,12,2.0 < x ≤ 4.0,mediocre
SHUTTER ISLAND,/works/OL17200W,6684564,"['Fiction', 'Psychological', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Dennis Lehane,2003,4,2003-05-04,12,12,2.0 < x ≤ 4.0,mediocre
SHUTTER ISLAND,/works/OL17200W,13441799,"['Fiction', 'Psychological', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Dennis Lehane,2003,4,2003-05-04,12,12,2.0 < x ≤ 4.0,mediocre
SICK PUPPY,/works/OL463543W,419004,"['Fiction', 'Mystery and Detective', 'Humor']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Carl Hiaasen,2000,10,2000-01-23,9,6,7.0 < x ≤ 13.0,good
SIDE JOBS,/works/OL15370291W,6582649,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Butcher,2010,2,2010-11-14,5,5,0.999 < x ≤ 2.0,poor
SIDE JOBS,/works/OL15370291W,9098216,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Butcher,2010,2,2010-11-14,5,5,0.999 < x ≤ 2.0,poor
SIDE JOBS,/works/OL15370291W,10826637,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Butcher,2010,2,2010-11-14,5,5,0.999 < x ≤ 2.0,poor
SIEGE OF DARKNESS,/works/OL516762W,7365499,"['Fiction', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.A. Salvatore,1994,1,1994-09-18,13,13,0.999 < x ≤ 2.0,poor
SIEGE OF DARKNESS,/works/OL516762W,546580,"['Fiction', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.A. Salvatore,1994,1,1994-09-18,13,13,0.999 < x ≤ 2.0,poor
SIEGE OF DARKNESS,/works/OL516762W,12188017,"['Fiction', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R.A. Salvatore,1994,1,1994-09-18,13,13,0.999 < x ≤ 2.0,poor
SIGNED WITH THEIR HONOUR,/works/OL4065408W,9519635,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Aldridge,1942,6,1942-09-21,4,2,4.0 < x ≤ 7.0,average
SILAS CROCKETT,/works/OL4215308W,8765994,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mary Ellen Chase,1935,6,1935-12-02,5,4,4.0 < x ≤ 7.0,average
SILENT HONOR,/works/OL19715W,3846331,"['Fiction', 'Women', 'Historical', 'Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Danielle Steel,1996,10,1996-11-24,3,1,7.0 < x ≤ 13.0,good
SILENT MERCY,/works/OL20439808W,9105772,"['Fiction', 'Women', 'Legal', 'Mystery and Detective']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Linda Fairstein,2011,1,2011-03-27,10,10,0.999 < x ≤ 2.0,poor
SILENT NIGHT,/works/OL20162054W,8807888,"['Contemporary', 'Women', 'Fiction', 'Children', 'Family', 'Death']",0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Danielle Steel,2019,3,2019-03-24,4,4,2.0 < x ≤ 4.0,mediocre
SILENT NIGHT,/works/OL20162054W,10278241,"['Contemporary', 'Women', 'Fiction', 'Children', 'Family', 'Death']",0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Danielle Steel,2019,3,2019-03-24,4,4,2.0 < x ≤ 4.0,mediocre
SILENT NIGHT,/works/OL20162054W,10133092,"['Contemporary', 'Women', 'Fiction', 'Children', 'Family', 'Death']",0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Danielle Steel,2019,3,2019-03-24,4,4,2.0 < x ≤ 4.0,mediocre
SILENT NIGHT,/works/OL13064W,3814766,"['Children', 'Suspense', 'Fiction']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Danielle Steel,2019,3,2019-03-24,4,4,2.0 < x ≤ 4.0,mediocre
SILENT NIGHT,/works/OL13064W,10806811,"['Children', 'Suspense', 'Fiction']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Danielle Steel,2019,3,2019-03-24,4,4,2.0 < x ≤ 4.0,mediocre
SILENT NIGHT,/works/OL13064W,5277466,"['Children', 'Suspense', 'Fiction']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Danielle Steel,2019,3,2019-03-24,4,4,2.0 < x ≤ 4.0,mediocre
SILENT PARTNER,/works/OL12725W,4083581,"['Fiction', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Jonathan Kellerman,1989,6,1989-10-01,13,7,4.0 < x ≤ 7.0,average
SILENT PREY,/works/OL152090W,7109628,"['Fiction', 'Crime', 'Espionage', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,John Sandford,1992,3,1992-04-19,12,12,2.0 < x ≤ 4.0,mediocre
SILENT PREY,/works/OL152090W,270560,"['Fiction', 'Crime', 'Espionage', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,John Sandford,1992,3,1992-04-19,12,12,2.0 < x ≤ 4.0,mediocre
SILENT PREY,/works/OL152090W,6610252,"['Fiction', 'Crime', 'Espionage', 'Murder', 'Mystery and Detective']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,John Sandford,1992,3,1992-04-19,12,12,2.0 < x ≤ 4.0,mediocre
SILENT TREATMENT,/works/OL36363W,3887225,"['Fiction', 'Mystery and Detective', 'Health']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Michael Palmer,1995,4,1995-04-02,9,9,2.0 < x ≤ 4.0,mediocre
SILENT WITNESS,/works/OL81975W,3856068,"['Friendship', 'Legal', 'Mystery and Detective', 'Fiction']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Richard North Patterson,1997,10,1997-01-26,6,3,7.0 < x ≤ 13.0,good
SILKEN PREY,/works/OL17274739W,7380968,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,John Sandford,2013,5,2013-05-26,2,2,4.0 < x ≤ 7.0,average
SILKEN PREY,/works/OL17274739W,8079530,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,John Sandford,2013,5,2013-05-26,2,2,4.0 < x ≤ 7.0,average
SILKEN PREY,/works/OL17274739W,10383080,"['Fiction', 'Mystery and Detective', 'Crime']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,John Sandford,2013,5,2013-05-26,2,2,4.0 < x ≤ 7.0,average
SILVER BORNE,/works/OL14906097W,6397099,"['Fiction', 'Fantasy', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Patricia Briggs,2010,3,2010-04-18,1,1,2.0 < x ≤ 4.0,mediocre
SILVER BORNE,/works/OL14906097W,6308931,"['Fiction', 'Fantasy', 'Paranormal']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Patricia Briggs,2010,3,2010-04-18,1,1,2.0 < x ≤ 4.0,mediocre
SILVER LININGS,/works/OL20010059W,8921100,"['Contemporary', 'Relationships', 'Romance', 'Fiction', 'Women']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Debbie Macomber,2015,3,2015-08-30,5,5,2.0 < x ≤ 4.0,mediocre
SILVER LININGS,/works/OL20010059W,9140613,"['Contemporary', 'Relationships', 'Romance', 'Fiction', 'Women']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Debbie Macomber,2015,3,2015-08-30,5,5,2.0 < x ≤ 4.0,mediocre
SILVER LININGS,/works/OL20010059W,10307597,"['Contemporary', 'Relationships', 'Romance', 'Fiction', 'Women']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Debbie Macomber,2015,3,2015-08-30,5,5,2.0 < x ≤ 4.0,mediocre
SILVER NUTMEG,/works/OL5096785W,11713861,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Norah Lofts,1947,2,1947-09-21,14,14,0.999 < x ≤ 2.0,poor
72 HOUR HOLD,/works/OL1907414W,745198,['Fiction'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bebe Moore Campbell,2005,1,2005-07-17,11,11,0.999 < x ≤ 2.0,poor
AMERICA,/works/OL17346W,4735270,"['Fiction', 'Espionage', 'Crime', 'Suspense']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stephen Coonts,2001,4,2001-08-19,7,7,2.0 < x ≤ 4.0,mediocre
SILVER SPOON,/works/OL16476908W,6659081,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Edwin Gilbert,1957,26,1957-05-26,11,2,13.0 < x ≤ 178.0,excellent
"SILVER WINGS, SANTIAGO BLUE",/works/OL14862504W,7283542,"['Relationships', 'Fiction', 'Women', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Janet Dailey,1984,7,1984-08-19,9,9,4.0 < x ≤ 7.0,average
"SILVER WINGS, SANTIAGO BLUE",/works/OL14862504W,5408092,"['Relationships', 'Fiction', 'Women', 'Historical', 'War']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Janet Dailey,1984,7,1984-08-19,9,9,4.0 < x ≤ 7.0,average
SIMPLE GENIUS,/works/OL41250W,9296976,"['Fiction', 'Thriller', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,David Baldacci,2007,7,2007-05-13,1,1,4.0 < x ≤ 7.0,average
SIMPLE GENIUS,/works/OL41250W,10140803,"['Fiction', 'Thriller', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,David Baldacci,2007,7,2007-05-13,1,1,4.0 < x ≤ 7.0,average
SIMPLE GENIUS,/works/OL41250W,10241808,"['Fiction', 'Thriller', 'Mystery and Detective', 'Suspense']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,David Baldacci,2007,7,2007-05-13,1,1,4.0 < x ≤ 7.0,average
SIN KILLER,/works/OL134585W,6803368,"['Women', 'Family', 'Fiction']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Larry McMurtry,2002,5,2002-05-26,14,12,4.0 < x ≤ 7.0,average
SIN NO MORE,/works/OL72064W,2312424,"['Fiction', 'Family']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kimberla Lawson Roby,2008,1,2008-02-10,16,16,0.999 < x ≤ 2.0,poor
SINCE WE FELL,/works/OL18821102W,8367929,"['Thriller', 'Suspense', 'Women', 'Fiction', 'Psychological']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Dennis Lehane,2017,3,2017-05-28,7,7,2.0 < x ≤ 4.0,mediocre
SINCE WE FELL,/works/OL18821102W,8367963,"['Thriller', 'Suspense', 'Women', 'Fiction', 'Psychological']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Dennis Lehane,2017,3,2017-05-28,7,7,2.0 < x ≤ 4.0,mediocre
SINCE WE FELL,/works/OL18821102W,8814660,"['Thriller', 'Suspense', 'Women', 'Fiction', 'Psychological']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Dennis Lehane,2017,3,2017-05-28,7,7,2.0 < x ≤ 4.0,mediocre
